Device Info,Time,Longitude,Latitude,IMEI,EnvT_t,EngDa_tiEngOn,GlbDa_lTotDst,FlSys_dvolFlCons,FBR_qArr_[0],FBR_qArr_[1],FBR_qArr_[2],FBR_qArr_[3],FBR_qArr_[4],FBR_qArr_[5],DIUMPR_rValRatMin_[7],AFS_dm,AirCtl_mActVal_mp,EGRVlv_rAct,Air_tCACDs,Air_pIntkVUs,PCR_pActVal_mp,CEngDsT_t,APP_rFlt_mp,Epm_nEng,VehV_v,InjCtl_qSetUnBal,TCD_tqPahSet_f,CoETS_stCurrLimActive,Rail_pSetPoint,RailP_pFlt,MeUn_iActFlt,PRV_st,CoEOM_stOpModeAct,Exh_tOxiCatUs,Exh_tPFltUs,ETCtl_dmFuOpnLop,ETCtl_st,ETCtl_dmFuStFdbk,ETCtl_tObsvrCor,DPM_rSV,HCIMon_dqAct,ETCtl_tAdpnCatDs,ETCtl_tOutrDes,PFltPOp_stEngPOp,ASMod_dmSotEngNrm2_mp,ASMod_dmSotEngNrm_mp,PFltLd_dmSotSimRgnNO2_mp,PFltLd_dmSotSimRgnThr_mp,PFltLd_dmSotSim,PFltLd_mSotSim,PFltLd_mSot,ASMod_dmEGFld_[0],EGRClg_etaCalc_mp,CAClg_etaCalcB2_mp,Exh_pFltPPFltDiff,Exh_iPPDsIDEFild,ChrSet_facDynDetnBoostP_mp,ChrSet_facPrioLamO2Wght_mp,InjCrv_phiMI1Des,Exh_tAdapTOxiCatUs,Exh_tAdapTPFltUs,HCICtl_stInjOn,ETCtl_tBrickLstMdl_mp,PFlt_tOutrDes,CoHCI_st,HCIMon_pAbsHDVDsP,HCIMon_pAbsHDVUsP,DPM_tFltHDVUsT,HCDosVlv_rPs,HCIMon_stPurgOn,HCIMon_stRgnReq,HCIMon_stSysTst,HCIPOD_tiTotOpHrs,HCIPOD_stDFCEvln,UDC_dmRdcAgAct,SCR_tUCatUsT,SCR_tUCatDsT,ASMod_dmNOxEG,Com_rNOxNoCat2Ds,Com_rNOxNoMCatDs,SCRMod_rNO2NOx,SCRMod_etaEst,SCRFBC_facNOxCtl,SCRAd_stStMAdv,UDC_mRdcAgDosQnt,SCRAd_facQtyAdap,CoSCR_st,CoSCR_stSub,SCR_pUPmpP,SCR_rUTnkLvl,SCR_tUTnkT,UDosVlv_rPs,UPmpMot_rPs,URevVlv_stPs,DFES_numDFC_[3],DFES_numDFC_[4],DFES_numDFC_[5],DFES_numDFC_[6]
RBCD025022,2017-02-23 15:32:39.0,0.0,0.0,864049025993355,5.96,845647.00,9663466.00,3.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,190.25,1823.50,30.03,5.76,1000.00,1003.00,12.06,0.00,582.50,0.00,31.86,349.50,0.00,482400.00,475600.00,1444.00,2.00,1048577.00,66.96,47.66,0.00,32.00,0.00,0.00,0.00,0.00,62.76,47.76,1.00,0.09,0.09,0.00,0.00,0.09,3.80,3.80,193.50,0.95,-0.16,3.00,0.00,0.00,0.00,2.83,66.76,47.96,0.00,73.96,644.36,1.00,1012.00,1342.00,4.96,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,25.06,21.76,11.50,3076.00,3076.00,0.25,0.34,1.00,0.00,66196.00,1.00,2.00,255.00,24.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 15:32:43.0,0.0,0.0,864049025993355,5.96,845651.00,9663466.00,3.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,189.75,1817.00,30.33,5.76,999.00,1002.00,12.16,0.00,580.50,0.00,31.58,339.30,0.00,482600.00,492800.00,1445.00,2.00,1048577.00,66.76,48.46,0.00,32.00,0.00,0.00,0.00,0.00,63.06,48.56,1.00,0.09,0.09,0.00,0.00,0.09,3.80,3.80,193.25,0.95,-0.15,3.00,0.00,0.00,0.00,2.83,66.76,48.56,0.00,74.16,644.36,1.00,1012.00,1342.00,4.96,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,25.26,22.96,11.50,3076.00,3076.00,0.25,0.34,1.00,0.00,66196.00,1.00,2.00,255.00,25.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 15:32:47.0,0.0,0.0,864049025993355,5.96,845655.00,9663466.00,3.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,190.00,1819.50,30.80,5.76,999.00,1003.00,12.36,0.00,580.00,0.00,31.80,348.30,0.00,479000.00,468400.00,1442.00,2.00,1048577.00,67.06,48.66,0.00,32.00,0.00,0.00,0.00,0.00,63.26,48.66,1.00,0.09,0.09,0.00,0.00,0.09,3.80,3.80,193.00,0.95,-0.15,3.00,0.00,0.00,0.00,2.83,67.06,48.66,0.00,74.36,644.36,1.00,1012.00,1342.00,4.96,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,25.36,24.16,11.40,3076.00,3076.00,0.25,0.34,1.00,0.00,66196.00,1.00,2.00,255.00,23.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 15:32:51.0,0.0,0.0,864049025993355,5.96,845660.00,9663466.00,3.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,189.00,1816.00,30.96,5.76,998.00,1002.00,12.56,0.00,581.00,0.00,31.54,343.40,0.00,478600.00,487800.00,1444.00,2.00,1048577.00,67.06,48.76,0.00,32.00,0.00,0.00,0.00,0.00,63.46,48.86,1.00,0.09,0.09,0.00,0.00,0.09,3.80,3.80,192.50,0.95,-0.15,2.00,0.00,0.00,0.00,2.83,67.06,48.76,0.00,74.66,644.36,1.00,1012.00,1342.00,4.96,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,25.56,25.86,11.30,3076.00,3076.00,0.25,0.34,1.00,0.00,66196.00,1.00,2.00,255.00,22.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 15:32:55.0,0.0,0.0,864049025993355,5.96,845663.00,9663466.00,3.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,188.50,1810.00,31.12,5.76,999.00,1003.00,12.76,0.00,578.00,0.00,31.72,348.50,0.00,478600.00,468400.00,1443.00,2.00,1048577.00,67.06,49.16,0.00,32.00,0.00,0.00,0.00,0.00,63.66,49.16,1.00,0.09,0.09,0.00,0.00,0.09,3.80,3.80,191.50,0.95,-0.15,3.00,0.00,0.00,0.00,2.83,67.06,49.26,0.00,74.96,644.46,1.00,1012.00,1342.00,4.96,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,25.76,27.36,11.20,3076.00,3076.00,0.25,0.34,1.00,0.00,66196.00,1.00,2.00,255.00,23.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 15:35:13.0,0.0,0.0,864049025993355,5.96,845698.00,9663466.00,11.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,536.50,2561.00,0.11,5.86,1170.00,1197.00,14.66,28.30,1182.00,0.00,46.46,506.30,0.00,1019000.00,1030400.00,1384.00,2.00,1048577.00,73.76,47.96,0.00,32.00,0.00,0.00,0.00,0.00,29.36,48.16,1.00,0.21,0.21,0.00,0.00,0.21,3.80,3.80,601.25,1.00,-0.46,5.00,0.00,0.07,0.00,3.43,76.76,48.46,0.00,72.16,649.06,1.00,1012.00,1386.00,5.16,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,24.86,40.96,39.70,3076.00,3076.00,0.32,0.27,1.00,0.00,66196.00,1.00,2.00,255.00,22.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 15:35:17.0,0.0,0.0,864049025993355,5.96,845702.00,9663466.00,11.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,623.75,2742.00,-0.02,5.76,1241.00,1272.00,14.76,30.63,1266.00,0.00,41.76,467.20,0.00,1057400.00,1059800.00,1380.00,2.00,1048577.00,82.46,49.26,0.00,32.00,0.00,0.00,0.00,0.00,38.06,49.56,1.00,0.22,0.22,0.00,0.00,0.22,3.80,3.80,651.00,1.00,-1.41,6.00,0.00,0.00,0.00,4.02,84.26,49.96,0.00,77.66,649.86,1.00,1012.00,1390.00,5.16,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,25.86,47.46,43.00,3076.00,3076.00,0.28,0.26,1.00,0.00,66196.00,1.00,2.00,255.00,24.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 15:35:21.0,0.0,0.0,864049025993355,5.96,845705.00,9663466.00,12.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,2875.50,-0.02,5.86,1304.00,1345.00,14.96,36.18,1374.50,0.00,42.54,478.00,0.00,1147400.00,1147600.00,1368.00,2.00,1048577.00,88.46,50.66,0.00,32.00,0.00,0.00,0.00,0.00,47.86,50.86,1.00,0.23,0.23,0.00,0.00,0.23,3.80,3.80,753.75,1.00,-4.00,4.00,0.00,0.03,0.00,5.71,89.96,51.16,0.00,84.26,643.76,1.00,1012.00,1393.00,5.16,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,26.96,54.26,58.70,3076.00,3076.00,0.17,0.23,1.00,0.00,66196.00,1.00,2.00,255.00,21.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 15:35:25.0,0.0,0.0,864049025993355,5.96,845709.00,9663466.00,14.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,835.25,3098.00,-0.02,5.86,1390.00,1440.00,15.16,45.75,1499.00,0.00,44.80,495.30,0.00,1243000.00,1250400.00,1357.00,2.00,1048577.00,93.56,52.56,0.00,32.00,0.00,0.00,0.00,0.00,59.56,52.56,1.00,0.23,0.22,0.00,0.00,0.23,3.80,3.80,840.75,1.00,4.00,5.00,0.00,0.06,0.00,8.17,94.56,52.96,0.00,90.46,639.96,1.00,1012.00,1395.00,5.26,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,27.96,61.06,89.20,3076.00,3076.00,0.13,0.22,1.00,0.00,66196.00,1.00,2.00,255.00,24.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 15:35:29.0,0.0,0.0,864049025993355,5.96,845713.00,9663466.00,14.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,824.00,3055.50,-0.02,5.86,1376.00,1428.00,15.36,70.72,1497.50,0.00,44.06,486.60,12296.00,1308800.00,1306600.00,1360.00,2.00,1048577.00,95.96,54.46,0.00,32.00,0.00,0.00,0.00,0.00,69.86,54.56,1.00,0.22,0.22,0.00,0.00,0.22,3.80,3.80,836.75,1.00,2.65,6.00,0.00,0.10,0.00,8.11,96.36,54.96,0.00,94.26,640.06,1.00,1012.00,1399.00,5.26,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,29.06,67.26,93.90,3076.00,3076.00,0.13,0.22,1.00,0.00,66196.00,1.00,2.00,255.00,25.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 15:35:33.0,0.0,0.0,864049025993355,5.96,845718.00,9663466.00,14.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,825.00,3054.00,-0.02,5.96,1382.00,1432.00,15.76,99.99,1499.00,0.00,45.54,500.90,12296.00,1235400.00,1228400.00,1360.00,2.00,1048577.00,97.96,57.16,0.00,32.00,0.00,0.00,0.00,0.00,80.06,57.46,1.00,0.22,0.22,0.00,0.00,0.22,3.80,3.80,839.25,1.00,2.08,6.00,0.00,0.69,0.24,8.20,98.16,58.16,0.00,96.86,639.96,1.00,1012.00,1403.00,5.26,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,30.26,73.66,91.00,3076.00,3076.00,0.13,0.22,1.00,0.00,66196.00,1.00,2.00,255.00,18.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 15:35:37.0,0.0,0.0,864049025993355,5.96,845721.00,9663466.00,18.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,954.25,3186.50,-0.18,6.06,1478.00,1554.00,16.06,88.54,1731.50,0.00,62.68,647.30,0.00,1375600.00,1372600.00,1325.00,2.00,1048577.00,99.56,60.26,0.00,32.00,0.00,0.00,0.00,0.00,87.56,60.36,1.00,0.07,0.08,0.00,0.00,0.08,3.80,3.80,396.00,1.00,1.89,4.00,0.00,0.00,0.00,4.06,100.56,60.96,0.00,97.76,647.66,1.00,1012.00,1406.00,5.26,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,31.36,77.16,66.50,3076.00,3076.00,0.28,0.25,1.00,0.00,66196.00,1.00,2.00,255.00,17.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 15:35:41.0,0.0,0.0,864049025993355,5.96,845725.00,9663466.00,13.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,651.50,2420.50,16.08,6.06,1292.00,1322.00,16.56,42.21,1493.00,0.00,44.32,489.80,0.00,1232800.00,1228400.00,1360.00,2.00,1048577.00,102.86,63.36,0.00,32.00,0.00,0.00,0.00,0.00,86.16,63.76,1.00,0.23,0.23,0.00,0.00,0.23,3.80,3.80,684.75,0.98,1.82,5.00,0.00,0.23,0.00,9.14,104.06,64.36,0.00,99.06,639.76,1.00,1012.00,1410.00,5.26,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,32.26,79.56,65.00,3076.00,3076.00,0.33,0.27,1.00,0.00,66196.00,1.00,2.00,255.00,27.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 15:35:45.0,0.0,0.0,864049025993355,5.96,845729.00,9663466.00,14.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,642.25,2345.50,17.47,5.96,1275.00,1312.00,16.96,43.87,1533.00,0.00,44.20,478.40,0.00,1255800.00,1252800.00,1356.00,2.00,1048577.00,106.46,66.56,0.00,32.00,0.00,0.00,0.00,0.00,86.56,66.76,1.00,0.24,0.25,0.00,0.00,0.26,3.81,3.81,669.75,0.97,1.87,5.00,0.00,0.36,0.00,10.39,107.06,67.36,0.00,99.26,639.26,1.00,1012.00,1415.00,5.26,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,33.16,80.86,75.90,3076.00,3076.00,0.24,0.24,1.00,0.00,66196.00,1.00,2.00,255.00,16.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 15:35:49.0,0.0,0.0,864049025993355,5.96,845734.00,9663466.00,16.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,699.00,2337.00,25.07,5.96,1337.00,1375.00,17.46,50.98,1669.50,0.00,46.16,503.70,0.00,1363200.00,1355400.00,1338.00,2.00,1048577.00,110.26,70.76,0.00,32.00,0.00,0.00,0.00,0.00,88.66,70.96,1.00,0.29,0.29,0.00,0.00,0.29,3.81,3.81,779.50,0.96,1.92,5.00,0.00,0.23,0.00,11.60,111.06,71.46,0.00,100.96,638.96,1.00,1012.00,1421.00,5.26,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,34.26,81.26,80.50,3076.00,3076.00,0.20,0.23,1.00,0.00,66196.00,1.00,2.00,255.00,25.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 15:35:53.0,0.0,0.0,864049025993355,5.96,845737.00,9663466.00,17.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,738.75,2354.50,32.67,6.06,1375.00,1416.00,17.96,54.80,1745.50,0.00,47.18,499.40,0.00,1372800.00,1377400.00,1336.00,2.00,1048577.00,113.16,73.96,0.00,32.00,0.00,0.00,0.00,0.00,91.46,74.26,1.00,0.29,0.29,0.00,0.00,0.29,3.81,3.81,744.00,0.95,1.87,5.00,0.00,0.25,0.00,11.62,113.76,74.86,0.00,103.46,638.96,1.00,1012.00,1425.00,5.26,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,35.36,80.86,78.70,3076.00,3076.00,0.20,0.23,1.00,0.00,66196.00,1.00,2.00,255.00,25.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 15:35:57.0,0.0,0.0,864049025993355,5.96,845741.00,9663466.00,17.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,732.00,2324.50,35.91,6.16,1370.00,1416.00,18.56,54.93,1747.50,0.00,46.30,491.00,0.00,1371200.00,1357800.00,1336.00,2.00,1048577.00,115.76,77.16,0.00,32.00,0.00,0.00,0.00,0.00,94.06,77.36,1.00,0.29,0.29,0.00,0.00,0.29,3.81,3.81,743.00,0.94,1.82,5.00,0.00,0.25,0.00,11.65,116.16,78.26,0.00,106.36,638.96,1.00,1012.00,1431.00,5.26,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,36.56,79.86,76.50,3076.00,3076.00,0.22,0.23,1.00,0.00,66196.00,1.00,2.00,255.00,28.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 15:36:01.0,0.0,0.0,864049025993355,5.96,845745.00,9663466.00,17.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,726.00,2305.50,36.23,6.16,1371.00,1404.00,19.16,54.90,1748.50,0.00,46.68,490.80,0.00,1371200.00,1372600.00,1336.00,2.00,1048577.00,117.96,80.66,0.00,32.00,0.00,0.00,0.00,0.00,96.46,80.86,1.00,0.29,0.29,0.00,0.00,0.29,3.81,3.81,741.25,0.94,1.78,5.00,0.00,0.27,0.00,11.65,118.46,81.16,0.00,109.36,638.96,1.00,1012.00,1434.00,5.26,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,38.06,78.66,76.00,3076.00,3076.00,0.21,0.24,1.00,0.00,66196.00,1.00,2.00,255.00,19.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 15:36:05.0,0.0,0.0,864049025993355,5.96,845749.00,9663466.00,17.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,725.00,2293.00,36.07,6.16,1374.00,1418.00,19.76,55.29,1756.50,0.00,46.04,486.00,0.00,1375600.00,1362800.00,1336.00,2.00,1048577.00,120.06,83.46,0.00,32.00,0.00,0.00,0.00,0.00,99.06,83.66,1.00,0.29,0.29,0.00,0.00,0.29,3.81,3.81,746.00,0.93,1.75,5.00,0.00,0.26,0.00,11.71,120.36,84.46,0.00,111.96,638.96,1.00,1012.00,1442.00,5.26,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,39.96,77.26,76.20,3076.00,3076.00,0.21,0.23,1.00,0.00,66196.00,1.00,2.00,255.00,12.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 15:36:09.0,0.0,0.0,864049025993355,5.96,845754.00,9663466.00,17.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,727.50,2294.50,37.30,6.26,1377.00,1413.00,20.56,55.37,1761.00,0.00,46.16,487.70,0.00,1376800.00,1372600.00,1336.00,2.00,1048577.00,122.26,87.46,0.00,32.00,0.00,0.00,0.00,0.00,102.46,87.66,5.00,0.29,0.29,0.00,0.00,0.29,3.81,3.81,739.00,0.93,1.72,6.00,0.00,0.25,0.00,11.76,122.46,88.06,0.00,115.16,638.96,1.00,1012.00,1448.00,5.26,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,42.66,75.36,75.00,3076.00,3076.00,0.22,0.23,1.00,0.00,66196.00,1.00,2.00,255.00,22.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 15:36:13.0,0.0,0.0,864049025993355,6.06,845757.00,9663466.00,17.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,728.00,2295.00,37.78,6.26,1375.00,1415.00,21.16,55.47,1763.00,0.00,45.80,479.30,0.00,1375400.00,1375000.00,1336.00,2.00,1048577.00,123.96,90.06,0.00,32.00,0.00,0.00,0.00,0.00,104.86,90.36,5.00,0.29,0.29,0.00,0.00,0.29,3.81,3.81,745.50,0.93,1.71,6.00,0.00,0.25,0.00,11.78,124.36,91.06,0.00,117.26,638.96,1.00,1012.00,1454.00,5.36,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,45.26,73.96,74.60,3076.00,3076.00,0.21,0.23,1.00,0.00,66196.00,1.00,2.00,255.00,33.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 15:36:17.0,0.0,0.0,864049025993355,5.96,845761.00,9663466.00,16.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,725.75,2271.50,38.55,6.26,1364.00,1406.00,21.86,55.38,1779.00,0.00,41.86,446.10,0.00,1371400.00,1365200.00,1341.00,2.00,1048577.00,124.76,92.96,0.00,32.00,0.00,0.00,0.00,0.00,107.26,93.16,5.00,0.28,0.28,0.00,0.00,0.28,3.81,3.81,730.25,0.93,1.70,6.00,0.00,0.23,0.00,11.87,124.86,93.56,0.00,119.16,638.96,1.00,1012.00,1460.00,5.36,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,48.36,72.36,68.80,3076.00,3076.00,0.23,0.24,1.00,0.00,66196.00,1.00,2.00,255.00,23.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 15:36:21.0,0.0,0.0,864049025993355,5.96,845765.00,9663466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,165.00,930.50,97.61,6.16,911.00,1029.00,22.66,0.00,787.50,0.00,0.00,0.00,0.00,512800.00,866600.00,1645.00,2.00,1048577.00,124.76,95.56,0.00,32.00,0.00,0.00,0.00,0.00,107.56,95.66,5.00,0.09,0.09,0.00,0.00,0.09,3.82,3.82,212.25,0.87,1.72,1.00,0.00,0.00,0.00,2.77,123.76,95.86,0.00,120.16,644.66,1.00,1012.00,1470.00,5.36,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,51.46,71.06,8.80,3076.00,3076.00,0.25,0.34,1.00,0.00,66196.00,1.00,2.00,255.00,20.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 15:36:25.0,0.0,0.0,864049025993355,5.96,845770.00,9663466.00,2.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.75,1318.00,98.07,6.06,978.00,992.00,23.16,0.00,549.50,0.00,23.16,258.70,0.00,434600.00,429200.00,1447.00,2.00,1048577.00,119.16,96.66,0.00,32.00,0.00,0.00,0.00,0.00,105.96,96.66,5.00,0.09,0.09,0.00,0.00,0.09,3.82,3.82,132.75,0.88,1.85,2.00,0.00,0.00,0.00,2.86,118.46,96.76,0.00,120.46,644.86,1.00,1012.00,1470.00,5.36,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,54.56,69.66,4.80,3076.00,3076.00,0.25,0.35,1.00,0.00,66196.00,1.00,2.00,255.00,22.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 15:36:29.0,0.0,0.0,864049025993355,6.06,845773.00,9663466.00,2.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,129.25,1303.00,98.23,6.26,975.00,988.00,23.36,0.00,551.00,0.00,23.46,258.50,0.00,435200.00,426800.00,1446.00,2.00,1048577.00,116.26,97.56,0.00,32.00,0.00,0.00,0.00,0.00,103.36,97.66,5.00,0.09,0.09,0.00,0.00,0.09,3.82,3.82,131.25,0.90,2.09,1.00,0.00,0.00,0.00,2.88,115.96,97.86,0.00,120.66,644.96,1.00,1012.00,1479.00,5.36,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,56.06,68.76,4.50,3076.00,3076.00,0.25,0.35,1.00,0.00,66196.00,1.00,2.00,255.00,22.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 15:36:33.0,0.0,0.0,864049025993355,5.96,845777.00,9663466.00,2.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,129.25,1307.50,98.38,6.26,974.00,988.00,23.66,0.00,549.50,0.00,23.90,261.20,0.00,436600.00,439000.00,1446.00,2.00,1048577.00,114.06,98.16,0.00,32.00,0.00,0.00,0.00,0.00,101.56,98.06,5.00,0.09,0.09,0.00,0.00,0.09,3.82,3.82,131.25,0.92,2.48,2.00,0.00,0.00,0.00,2.88,113.76,98.16,0.00,120.86,644.86,1.00,1012.00,1483.00,5.36,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,56.96,68.06,4.50,3076.00,3076.00,0.25,0.35,1.00,0.00,66196.00,1.00,2.00,255.00,23.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 15:36:37.0,0.0,0.0,864049025993355,5.96,845781.00,9663466.00,2.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,129.50,1311.50,98.38,6.36,973.00,986.00,23.86,0.00,549.50,0.00,24.34,266.00,0.00,436600.00,443800.00,1445.00,2.00,1048577.00,112.16,98.16,0.00,32.00,0.00,0.00,0.00,0.00,100.36,98.16,5.00,0.09,0.09,0.00,0.00,0.09,3.82,3.82,132.00,0.92,3.09,2.00,0.00,0.00,0.00,2.86,111.66,98.16,0.00,121.06,644.86,1.00,1012.00,1484.00,5.36,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,57.56,67.66,4.50,3076.00,3076.00,0.25,0.35,1.00,0.00,66196.00,1.00,2.00,255.00,24.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 15:36:41.0,0.0,0.0,864049025993355,5.96,845786.00,9663466.00,2.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.25,1311.50,98.38,6.36,975.00,987.00,24.16,0.00,549.50,0.00,24.02,265.00,0.00,436200.00,443800.00,1446.00,2.00,1048577.00,109.76,98.66,0.00,32.00,0.00,0.00,0.00,0.00,99.46,98.76,5.00,0.09,0.09,0.00,0.00,0.09,3.82,3.82,134.00,0.93,4.00,2.00,0.00,0.00,0.00,2.90,109.36,98.76,0.00,121.26,644.96,1.00,1012.00,1496.00,5.36,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,58.16,67.26,4.60,3076.00,3076.00,0.25,0.35,1.00,0.00,66196.00,1.00,2.00,255.00,24.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 15:36:45.0,0.0,0.0,864049025993355,5.96,845789.00,9663466.00,2.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.25,1316.50,98.69,6.36,972.00,987.00,24.36,0.00,550.00,0.00,23.96,265.50,0.00,436200.00,436600.00,1445.00,2.00,1048577.00,108.56,99.76,0.00,32.00,0.00,0.00,0.00,0.00,99.06,99.76,5.00,0.09,0.09,0.00,0.00,0.09,3.82,3.82,132.75,0.93,4.00,2.00,0.00,0.00,0.00,2.90,107.96,99.96,0.00,121.46,644.86,1.00,1012.00,1496.00,5.46,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,58.36,66.86,4.60,3076.00,3076.00,0.25,0.35,1.00,0.00,66196.00,1.00,2.00,255.00,23.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
