Device Info,Time,Longitude,Latitude,IMEI,EnvT_t,EngDa_tiEngOn,GlbDa_lTotDst,FlSys_dvolFlCons,FBR_qArr_[0],FBR_qArr_[1],FBR_qArr_[2],FBR_qArr_[3],FBR_qArr_[4],FBR_qArr_[5],DIUMPR_rValRatMin_[7],AFS_dm,AirCtl_mActVal_mp,EGRVlv_rAct,Air_tCACDs,Air_pIntkVUs,PCR_pActVal_mp,CEngDsT_t,APP_rFlt_mp,Epm_nEng,VehV_v,InjCtl_qSetUnBal,TCD_tqPahSet_f,CoETS_stCurrLimActive,Rail_pSetPoint,RailP_pFlt,MeUn_iActFlt,PRV_st,CoEOM_stOpModeAct,Exh_tOxiCatUs,Exh_tPFltUs,ETCtl_dmFuOpnLop,ETCtl_st,ETCtl_dmFuStFdbk,ETCtl_tObsvrCor,DPM_rSV,HCIMon_dqAct,ETCtl_tAdpnCatDs,ETCtl_tOutrDes,PFltPOp_stEngPOp,ASMod_dmSotEngNrm2_mp,ASMod_dmSotEngNrm_mp,PFltLd_dmSotSimRgnNO2_mp,PFltLd_dmSotSimRgnThr_mp,PFltLd_dmSotSim,PFltLd_mSotSim,PFltLd_mSot,ASMod_dmEGFld_[0],EGRClg_etaCalc_mp,CAClg_etaCalcB2_mp,Exh_pFltPPFltDiff,Exh_iPPDsIDEFild,ChrSet_facDynDetnBoostP_mp,ChrSet_facPrioLamO2Wght_mp,InjCrv_phiMI1Des,Exh_tAdapTOxiCatUs,Exh_tAdapTPFltUs,HCICtl_stInjOn,ETCtl_tBrickLstMdl_mp,PFlt_tOutrDes,CoHCI_st,HCIMon_pAbsHDVDsP,HCIMon_pAbsHDVUsP,DPM_tFltHDVUsT,HCDosVlv_rPs,HCIMon_stPurgOn,HCIMon_stRgnReq,HCIMon_stSysTst,HCIPOD_tiTotOpHrs,HCIPOD_stDFCEvln,UDC_dmRdcAgAct,SCR_tUCatUsT,SCR_tUCatDsT,ASMod_dmNOxEG,Com_rNOxNoCat2Ds,Com_rNOxNoMCatDs,SCRMod_rNO2NOx,SCRMod_etaEst,SCRFBC_facNOxCtl,SCRAd_stStMAdv,UDC_mRdcAgDosQnt,SCRAd_facQtyAdap,CoSCR_st,CoSCR_stSub,SCR_pUPmpP,SCR_rUTnkLvl,SCR_tUTnkT,UDosVlv_rPs,UPmpMot_rPs,URevVlv_stPs,DFES_numDFC_[3],DFES_numDFC_[4],DFES_numDFC_[5],DFES_numDFC_[6]
RBCD025015,2017-02-23 14:33:57.0,0.0,0.0,864049025991557,4.86,719587.00,9348402.00,2.56,0.00,0.00,0.00,0.00,0.00,0.00,8.00,145.75,1472.00,98.56,6.36,971.00,988.00,26.86,0.00,551.00,0.00,21.50,240.70,0.00,432800.00,429200.00,1451.00,2.00,1048577.00,93.86,102.36,0.00,32.00,0.00,0.00,0.00,0.00,98.36,102.36,5.00,0.09,0.09,0.00,0.00,0.09,6.89,6.89,147.25,0.99,-1.34,1.00,0.00,0.00,0.00,2.86,93.86,102.36,0.00,117.86,644.86,1.00,1013.00,2535.00,5.26,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,64.36,57.36,4.50,3076.00,3076.00,0.25,0.29,1.00,0.00,67740.00,1.00,2.00,255.00,38.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:34:01.0,0.0,0.0,864049025991557,4.86,719591.00,9348402.00,2.58,0.00,0.00,0.00,0.00,0.00,0.00,8.00,145.75,1470.50,98.56,6.36,970.00,988.00,26.86,0.00,550.50,0.00,21.68,242.80,0.00,433000.00,431600.00,1451.00,2.00,1048577.00,93.06,102.46,0.00,32.00,0.00,0.00,0.00,0.00,98.16,102.46,5.00,0.09,0.09,0.00,0.00,0.09,6.89,6.89,148.75,0.99,-1.30,1.00,0.00,0.00,0.00,2.86,92.76,102.46,0.00,117.56,644.96,1.00,1013.00,2561.00,5.26,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,64.36,57.06,4.60,3076.00,3076.00,0.25,0.29,1.00,0.00,67740.00,1.00,2.00,255.00,36.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:34:05.0,0.0,0.0,864049025991557,4.86,719595.00,9348402.00,2.55,0.00,0.00,0.00,0.00,0.00,0.00,8.00,146.00,1477.00,98.56,6.36,971.00,989.00,26.96,0.00,549.50,0.00,22.00,242.40,0.00,432600.00,426800.00,1451.00,2.00,1048577.00,92.26,102.46,0.00,32.00,0.00,0.00,0.00,0.00,97.96,102.36,5.00,0.09,0.09,0.00,0.00,0.09,6.89,6.89,149.00,0.99,-1.23,0.00,0.00,0.00,0.00,2.86,92.16,102.36,0.00,117.16,644.96,1.00,1013.00,2586.00,5.36,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,64.56,56.76,4.50,3076.00,3076.00,0.25,0.29,1.00,0.00,67740.00,1.00,2.00,255.00,35.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:34:09.0,0.0,0.0,864049025991557,4.86,719599.00,9348402.00,2.54,0.00,0.00,0.00,0.00,0.00,0.00,8.00,148.25,1358.00,57.02,6.36,994.00,997.00,27.16,15.00,706.50,0.00,33.00,400.70,0.00,742200.00,756600.00,1405.00,2.00,1048577.00,91.86,102.56,0.00,32.00,0.00,0.00,0.00,0.00,97.76,102.56,5.00,0.15,0.15,0.00,0.00,0.15,6.89,6.89,332.00,1.00,-1.17,3.00,0.00,0.23,0.00,0.97,91.86,102.56,0.00,116.96,644.76,1.00,1012.00,2625.00,5.36,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,64.86,56.46,20.90,3076.00,3076.00,0.37,0.29,1.00,0.00,67740.00,1.00,2.00,255.00,36.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:34:13.0,0.0,0.0,864049025991557,4.96,719603.00,9348402.00,9.47,0.00,0.00,0.00,0.00,0.00,0.00,8.00,533.00,2338.50,11.02,6.26,1157.00,1187.00,27.16,29.41,1284.00,0.00,35.14,407.90,0.00,1056400.00,1062200.00,1382.00,2.00,1048577.00,93.86,102.86,0.00,32.00,0.00,0.00,0.00,0.00,92.06,102.86,5.00,0.20,0.20,0.00,0.00,0.20,6.90,6.90,572.75,0.99,-1.38,5.00,0.00,0.16,0.00,3.80,95.46,103.06,0.00,118.46,645.96,1.00,1012.00,2657.00,5.36,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,65.56,56.36,30.80,3076.00,3076.00,0.34,0.23,1.00,0.00,67740.00,1.00,2.00,255.00,36.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:34:17.0,0.0,0.0,864049025991557,4.86,719607.00,9348402.00,11.02,0.00,0.00,0.00,0.00,0.00,0.00,8.00,596.75,2301.50,25.18,6.16,1226.00,1250.00,27.26,36.83,1444.00,0.00,34.58,392.70,0.00,1166000.00,1164800.00,1374.00,2.00,1048577.00,99.66,104.16,0.00,32.00,0.00,0.00,0.00,0.00,94.46,104.26,5.00,0.20,0.20,0.00,0.00,0.20,6.90,6.90,601.75,0.98,-3.93,5.00,0.00,0.21,0.00,6.31,101.26,104.56,0.00,118.96,641.86,1.00,1012.00,2690.00,5.46,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,66.96,56.16,34.10,3076.00,3076.00,0.34,0.23,1.00,0.00,67740.00,1.00,2.00,255.00,35.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:34:21.0,0.0,0.0,864049025991557,4.96,719611.00,9348402.00,11.01,0.00,0.00,0.00,0.00,0.00,0.00,8.00,581.75,2197.00,28.41,6.16,1207.00,1238.00,27.46,42.02,1499.50,0.00,45.22,500.70,0.00,1293800.00,1291800.00,1357.00,2.00,1048577.00,104.26,104.66,0.00,32.00,0.00,0.00,0.00,0.00,96.66,104.66,5.00,0.27,0.27,0.00,0.00,0.27,6.90,6.90,793.50,0.98,4.00,7.00,0.00,0.16,0.00,10.57,105.16,104.66,0.00,117.56,639.56,1.00,1012.00,2725.00,5.46,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,68.86,56.06,64.00,3076.00,3076.00,0.21,0.19,1.00,0.00,67740.00,1.00,2.00,255.00,35.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:34:25.0,0.0,0.0,864049025991557,4.96,719615.00,9348402.00,13.12,0.00,0.00,0.00,0.00,0.00,0.00,8.00,719.75,2390.00,27.64,6.16,1297.00,1340.00,27.76,49.05,1676.50,0.00,37.44,401.50,0.00,1320400.00,1318800.00,1367.00,2.00,1048577.00,107.26,104.36,0.00,32.00,0.00,0.00,0.00,0.00,101.56,104.26,5.00,0.29,0.29,0.00,0.00,0.29,6.90,6.90,744.00,0.98,3.91,7.00,0.00,0.40,0.00,11.98,108.16,104.06,0.00,114.46,638.86,1.00,1012.00,2759.00,5.56,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,71.06,55.86,70.50,3076.00,3076.00,0.12,0.16,1.00,0.00,67740.00,1.00,2.00,255.00,35.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:34:29.0,0.0,0.0,864049025991557,4.96,719619.00,9348402.00,2.41,0.00,0.00,0.00,0.00,0.00,0.00,8.00,283.00,2705.50,-0.04,6.16,1075.00,1081.00,27.96,10.27,564.50,0.00,52.00,685.80,24608.00,664800.00,678400.00,1557.00,2.00,1048577.00,108.16,102.66,0.00,32.00,0.00,0.00,0.00,0.00,98.16,102.56,5.00,0.24,0.24,0.00,0.00,0.23,6.90,6.90,764.75,0.98,2.58,6.00,0.00,0.30,0.00,9.76,107.36,102.46,0.00,112.66,639.66,1.00,1012.00,2808.00,5.56,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,73.96,55.86,83.50,3076.00,3076.00,0.18,0.19,1.00,0.00,67740.00,1.00,2.00,255.00,37.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:34:33.0,0.0,0.0,864049025991557,4.86,719623.00,9348402.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,278.50,2623.00,97.78,6.26,1121.00,1121.00,28.36,0.00,589.50,0.00,15.92,189.10,0.00,450600.00,605200.00,1653.00,2.00,1048577.00,107.66,102.26,0.00,32.00,0.00,0.00,0.00,0.00,97.56,102.26,5.00,0.09,0.09,0.00,0.00,0.09,6.90,6.90,218.50,0.96,2.54,1.00,0.00,0.00,0.00,2.79,107.06,101.96,0.00,111.86,644.96,1.00,1012.00,2846.00,5.66,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,76.06,55.76,8.90,3076.00,3076.00,0.25,0.27,1.00,0.00,67740.00,1.00,2.00,255.00,35.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:34:37.0,0.0,0.0,864049025991557,4.86,719627.00,9348402.00,2.38,0.00,0.00,0.00,0.00,0.00,0.00,8.00,146.75,1497.50,98.10,6.16,978.00,997.00,28.36,0.00,551.00,0.00,20.20,227.10,0.00,430400.00,431600.00,1450.00,2.00,1048577.00,104.86,100.76,0.00,32.00,0.00,0.00,0.00,0.00,97.46,100.86,5.00,0.09,0.09,0.00,0.00,0.09,6.90,6.90,148.50,0.98,2.80,0.00,0.00,0.00,0.00,2.81,103.86,100.46,0.00,111.56,644.96,1.00,1012.00,2883.00,5.66,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,77.56,55.76,4.90,3076.00,3076.00,0.25,0.28,1.00,0.00,67740.00,1.00,2.00,255.00,36.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:34:41.0,0.0,0.0,864049025991557,4.86,719631.00,9348402.00,2.47,0.00,0.00,0.00,0.00,0.00,0.00,8.00,146.00,1471.50,98.24,6.36,971.00,990.00,28.56,0.00,549.50,0.00,20.50,228.30,0.00,430400.00,431600.00,1450.00,2.00,1048577.00,102.46,100.16,0.00,32.00,0.00,0.00,0.00,0.00,95.66,100.16,5.00,0.09,0.09,0.00,0.00,0.09,6.90,6.90,147.00,0.99,3.72,0.00,0.00,0.00,0.00,2.81,102.36,100.06,0.00,111.26,644.96,1.00,1012.00,2920.00,5.66,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,78.36,55.76,4.30,3076.00,3076.00,0.25,0.28,1.00,0.00,67740.00,1.00,2.00,255.00,35.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:34:45.0,0.0,0.0,864049025991557,4.86,719635.00,9348402.00,2.44,0.00,0.00,0.00,0.00,0.00,0.00,8.00,144.75,1461.50,98.40,6.36,973.00,990.00,28.66,0.00,550.00,0.00,20.68,230.30,0.00,430800.00,436600.00,1450.00,2.00,1048577.00,101.56,98.66,0.00,32.00,0.00,0.00,0.00,0.00,93.96,98.56,5.00,0.09,0.09,0.00,0.00,0.09,6.90,6.90,147.75,1.00,4.00,0.00,0.00,0.00,0.00,2.81,101.46,98.26,0.00,111.06,644.96,1.00,1013.00,2963.00,5.76,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,78.66,55.96,4.20,3076.00,3076.00,0.25,0.28,1.00,0.00,67740.00,1.00,2.00,255.00,36.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:34:49.0,0.0,0.0,864049025991557,4.96,719639.00,9348402.00,2.48,0.00,0.00,0.00,0.00,0.00,0.00,8.00,145.75,1470.50,98.40,6.36,970.00,989.00,28.76,0.00,550.50,0.00,20.60,231.80,0.00,431000.00,421800.00,1450.00,2.00,1048577.00,100.66,98.06,0.00,32.00,0.00,0.00,0.00,0.00,93.06,97.96,5.00,0.09,0.09,0.00,0.00,0.09,6.90,6.90,147.50,1.01,4.00,1.00,0.00,0.00,0.00,2.81,100.36,97.96,0.00,110.86,644.96,1.00,1013.00,2997.00,5.76,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,78.56,56.06,4.10,3076.00,3076.00,0.25,0.28,1.00,0.00,67740.00,1.00,2.00,255.00,37.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:34:53.0,0.0,0.0,864049025991557,4.86,719643.00,9348402.00,2.43,0.00,0.00,0.00,0.00,0.00,0.00,8.00,146.00,1477.00,98.56,6.36,972.00,990.00,28.96,0.00,550.50,0.00,20.76,231.60,0.00,431000.00,436600.00,1451.00,2.00,1048577.00,99.06,98.06,0.00,32.00,0.00,0.00,0.00,0.00,92.36,98.06,5.00,0.09,0.09,0.00,0.00,0.09,6.90,6.90,146.50,1.01,-4.00,1.00,0.00,0.00,0.00,2.81,98.86,98.16,0.00,110.76,644.96,1.00,1013.00,3034.00,5.86,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,78.56,55.86,4.20,3076.00,3076.00,0.25,0.28,1.00,0.00,67740.00,1.00,2.00,255.00,35.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:34:57.0,0.0,0.0,864049025991557,4.86,719647.00,9348402.00,2.45,0.00,0.00,0.00,0.00,0.00,0.00,8.00,146.00,1473.00,98.56,6.36,971.00,989.00,28.96,0.00,550.00,0.00,20.78,231.20,0.00,430800.00,426800.00,1451.00,2.00,1048577.00,98.26,97.96,0.00,32.00,0.00,0.00,0.00,0.00,91.86,97.96,5.00,0.09,0.09,0.00,0.00,0.09,6.90,6.90,148.50,1.02,-4.00,0.00,0.00,0.00,0.00,2.83,98.16,97.86,0.00,110.56,644.96,1.00,1013.00,3061.00,5.86,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,78.46,55.66,4.20,3076.00,3076.00,0.25,0.28,1.00,0.00,67740.00,1.00,2.00,255.00,36.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:35:01.0,0.0,0.0,864049025991557,4.86,719650.00,9348402.00,2.47,0.00,0.00,0.00,0.00,0.00,0.00,8.00,145.75,1473.00,98.56,6.36,971.00,989.00,29.16,0.00,550.50,0.00,20.66,230.20,0.00,431400.00,434200.00,1451.00,2.00,1048577.00,97.76,97.36,0.00,32.00,0.00,0.00,0.00,0.00,91.46,97.36,5.00,0.09,0.09,0.00,0.00,0.09,6.90,6.90,147.00,1.02,-3.00,1.00,0.00,0.00,0.00,2.88,97.56,97.16,0.00,110.46,644.86,1.00,1013.00,3099.00,5.86,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,78.26,55.36,9.00,3076.00,3076.00,0.26,0.28,1.00,0.00,67740.00,1.00,2.00,255.00,37.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:35:05.0,0.0,0.0,864049025991557,4.96,719655.00,9348402.00,9.05,0.00,0.00,0.00,0.00,0.00,0.00,8.00,583.25,2372.50,17.64,6.36,1171.00,1200.00,29.26,30.91,1371.50,0.00,28.56,336.90,0.00,1099600.00,1096400.00,1384.00,2.00,1048577.00,98.36,97.06,0.00,32.00,0.00,0.00,0.00,0.00,87.66,97.06,5.00,0.20,0.19,0.00,0.00,0.19,6.90,6.90,555.75,1.01,-2.60,5.00,0.00,0.08,0.00,3.69,99.56,97.06,0.00,113.66,646.66,1.00,1013.00,3140.00,5.96,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,78.36,55.06,21.00,3076.00,3076.00,0.36,0.25,1.00,0.00,67740.00,1.00,2.00,255.00,38.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:35:09.0,0.0,0.0,864049025991557,4.96,719659.00,9348402.00,8.78,0.00,0.00,0.00,0.00,0.00,0.00,8.00,553.25,2188.50,23.95,6.16,1181.00,1206.00,29.36,32.42,1410.00,0.00,28.46,331.90,0.00,1126200.00,1128200.00,1384.00,2.00,1048577.00,102.36,98.06,0.00,32.00,0.00,0.00,0.00,0.00,86.66,98.06,5.00,0.19,0.19,0.00,0.00,0.19,6.90,6.90,562.75,1.00,-4.00,5.00,0.00,0.16,0.00,4.94,103.76,98.06,0.00,116.86,643.56,1.00,1013.00,3177.00,5.96,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,79.26,54.76,22.20,3076.00,3076.00,0.36,0.24,1.00,0.00,67740.00,1.00,2.00,255.00,37.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:35:13.0,0.0,0.0,864049025991557,4.96,719663.00,9348402.00,8.76,0.00,0.00,0.00,0.00,0.00,0.00,8.00,551.25,2133.50,29.64,6.16,1178.00,1206.00,29.56,33.70,1436.00,0.00,28.38,332.80,0.00,1139200.00,1138000.00,1385.00,2.00,1048577.00,106.36,98.06,0.00,32.00,0.00,0.00,0.00,0.00,87.06,98.16,5.00,0.19,0.19,0.00,0.00,0.19,6.90,6.90,552.50,1.00,4.00,5.00,0.00,0.18,0.00,5.41,107.06,98.06,0.00,119.36,643.06,1.00,1012.00,3215.00,6.06,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,80.46,54.86,22.50,3076.00,3076.00,0.36,0.24,1.00,0.00,67740.00,1.00,2.00,255.00,37.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:35:17.0,0.0,0.0,864049025991557,4.96,719667.00,9348402.00,8.76,0.00,0.00,0.00,0.00,0.00,0.00,8.00,544.25,2099.50,34.11,6.16,1178.00,1198.00,29.76,34.11,1441.00,0.00,28.76,338.20,0.00,1146200.00,1142800.00,1384.00,2.00,1048577.00,108.96,98.36,0.00,32.00,0.00,0.00,0.00,0.00,87.26,98.46,5.00,0.19,0.19,0.00,0.00,0.19,6.90,6.90,550.00,0.99,4.00,5.00,0.00,0.21,0.00,5.73,109.06,98.96,0.00,121.36,642.66,1.00,1012.00,3252.00,6.06,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,81.76,54.76,22.90,3076.00,3076.00,0.36,0.24,1.00,0.00,67740.00,1.00,2.00,255.00,36.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:35:21.0,0.0,0.0,864049025991557,4.96,719671.00,9348402.00,9.08,0.00,0.00,0.00,0.00,0.00,0.00,8.00,562.75,2252.00,98.10,6.16,967.00,1301.00,30.16,3.32,1177.00,0.00,0.00,0.00,0.00,762000.00,915600.00,1601.00,2.00,1048577.00,111.06,100.16,0.00,32.00,0.00,0.00,0.00,0.00,88.86,100.16,5.00,0.10,0.10,0.00,0.00,0.14,6.91,6.91,245.75,0.99,4.00,2.00,0.00,0.63,0.00,1.38,111.26,100.16,0.00,122.66,649.46,1.00,1012.00,3304.00,6.06,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,83.66,54.46,44.50,3076.00,3076.00,0.34,0.22,1.00,0.00,67740.00,1.00,2.00,255.00,36.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:35:25.0,0.0,0.0,864049025991557,4.96,719675.00,9348402.00,8.24,0.00,0.00,0.00,0.00,0.00,0.00,8.00,562.75,2243.50,23.95,6.26,1199.00,1226.00,30.26,31.12,1390.50,0.00,27.32,324.40,0.00,1089000.00,1096400.00,1392.00,2.00,1048577.00,112.06,100.16,0.00,32.00,0.00,0.00,0.00,0.00,91.76,100.16,5.00,0.24,0.24,0.00,0.00,0.24,6.91,6.91,498.00,1.00,4.00,4.00,0.00,0.01,0.00,2.90,112.66,100.16,0.00,124.86,649.66,1.00,1014.00,3343.00,6.16,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,84.96,54.26,24.60,3076.00,3076.00,0.37,0.25,1.00,0.00,67740.00,1.00,2.00,255.00,36.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:35:29.0,0.0,0.0,864049025991557,4.86,719679.00,9348402.00,7.79,0.00,0.00,0.00,0.00,0.00,0.00,8.00,510.75,2100.50,30.10,6.16,1164.00,1188.00,30.56,29.44,1350.50,0.00,26.78,326.00,0.00,1076000.00,1069400.00,1391.00,2.00,1048577.00,113.56,100.46,0.00,32.00,0.00,0.00,0.00,0.00,88.96,100.36,5.00,0.20,0.20,0.00,0.00,0.20,6.91,6.91,512.50,0.99,3.76,4.00,0.00,0.10,0.00,3.56,113.76,100.26,0.00,127.06,647.36,1.00,1018.00,3386.00,6.16,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,86.26,54.16,19.90,3076.00,3076.00,0.38,0.26,1.00,0.00,67740.00,1.00,2.00,255.00,36.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:35:33.0,0.0,0.0,864049025991557,4.96,719683.00,9348402.00,7.82,0.00,0.00,0.00,0.00,0.00,0.00,8.00,497.50,2045.50,34.86,6.16,1160.00,1181.00,30.86,29.44,1350.50,0.00,26.88,324.30,0.00,1076000.00,1079400.00,1393.00,2.00,1048577.00,115.16,100.56,0.00,32.00,0.00,0.00,0.00,0.00,86.66,100.56,5.00,0.11,0.12,0.00,0.00,0.15,6.91,6.91,438.25,0.98,3.76,3.00,0.00,0.00,0.00,1.14,115.56,100.76,0.00,128.86,647.16,1.00,1021.00,3430.00,6.16,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,87.26,54.06,20.10,3076.00,3076.00,0.37,0.27,1.00,0.00,67740.00,1.00,2.00,255.00,37.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:35:37.0,0.0,0.0,864049025991557,4.86,719687.00,9348402.00,7.26,0.00,0.00,0.00,0.00,0.00,0.00,8.00,475.75,1996.50,38.11,6.26,1144.00,1162.00,31.16,27.95,1323.00,0.00,25.64,317.80,0.00,1052800.00,1064600.00,1394.00,2.00,1048577.00,115.96,100.86,0.00,32.00,0.00,0.00,0.00,0.00,85.36,100.86,5.00,0.21,0.21,0.00,0.00,0.21,6.91,6.91,483.25,0.97,4.00,4.00,0.00,0.12,0.00,3.27,116.16,100.86,0.00,131.26,648.76,1.00,1020.00,3485.00,6.26,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,88.36,53.96,16.60,3076.00,3076.00,0.37,0.27,1.00,0.00,67740.00,1.00,2.00,255.00,37.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:35:41.0,0.0,0.0,864049025991557,4.96,719691.00,9348402.00,7.31,0.00,0.00,0.00,0.00,0.00,0.00,8.00,472.75,1983.00,39.18,6.16,1138.00,1161.00,31.46,27.23,1322.50,0.00,20.74,258.00,0.00,1023600.00,1025600.00,1401.00,2.00,1048577.00,117.06,101.36,0.00,32.00,0.00,0.00,0.00,0.00,85.16,101.46,5.00,0.22,0.20,0.00,0.00,0.18,6.91,6.91,430.75,0.96,4.00,4.00,0.00,0.14,0.00,2.79,117.56,101.66,0.00,133.06,649.96,1.00,1023.00,3530.00,6.26,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,89.26,53.86,16.10,3076.00,3076.00,0.37,0.28,1.00,0.00,67740.00,1.00,2.00,255.00,37.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:35:45.0,0.0,0.0,864049025991557,4.96,719695.00,9348402.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,8.00,325.25,2232.00,27.94,6.16,1081.00,1084.00,31.86,24.23,954.00,0.00,52.02,564.50,0.00,976800.00,976600.00,1441.00,2.00,1048577.00,117.76,102.26,0.00,32.00,0.00,0.00,0.00,0.00,87.06,102.26,5.00,0.16,0.16,0.00,0.00,0.17,6.91,6.91,540.25,0.96,4.00,5.00,0.00,0.08,0.00,3.27,117.56,102.36,0.00,134.16,648.66,1.00,1028.00,3574.00,6.26,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,90.06,53.76,23.50,3076.00,3076.00,0.36,0.23,1.00,0.00,67740.00,1.00,2.00,255.00,37.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:35:49.0,0.0,0.0,864049025991557,4.96,719699.00,9348402.00,8.13,0.00,0.00,0.00,0.00,0.00,0.00,8.00,563.75,2247.00,24.26,6.26,1196.00,1218.00,31.96,31.12,1395.00,0.00,26.82,318.60,0.00,1108400.00,1111000.00,1388.00,2.00,1048577.00,118.06,102.26,0.00,32.00,0.00,0.00,0.00,0.00,92.46,102.36,5.00,0.20,0.20,0.00,0.00,0.20,6.91,6.91,555.75,0.96,4.00,5.00,0.00,0.09,0.00,4.00,118.46,102.46,0.00,136.06,645.16,1.00,1030.00,3615.00,6.36,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,90.56,53.66,20.00,3076.00,2999.00,0.37,0.24,1.00,0.00,67740.00,1.00,2.00,255.00,37.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
